iteration,tau,acceptance_ratio,mean_residual,mean_label_distance,residual_error,acceptance_error,control_error,tp,fp,fn,tn,precision,recall,f1,sample_id,scenario,lambda_filter
7,0.6729047261848264,0.10680321872713973,0.07708241279848421,0.05465498579336338,0.03708241279848421,0.09319678127286028,0.1302791940713445,116,30,386,835,0.7945205479452054,0.23107569721115537,0.3580246913580247,wall_column_scene_change_medium_3,scene_change,0.5
8,0.6866879436650956,0.09436722750548647,0.08008298718431016,0.05365455017056384,0.04008298718431016,0.10563277249451354,0.1457157596788237,103,26,399,839,0.7984496124031008,0.2051792828685259,0.32646592709984157,wall_column_scene_change_medium_3,scene_change,0.5
9,0.7003627377257773,0.08266276517922458,0.08112548343629793,0.05136076492786885,0.041125483436297926,0.11733723482077543,0.15846271825707337,93,20,409,845,0.8230088495575221,0.1852589641434263,0.30243902439024384,wall_column_scene_change_medium_3,scene_change,0.5
10,0.7121539124568813,0.0753474762253109,0.08003196821672717,0.04972126741726447,0.04003196821672717,0.1246525237746891,0.16468449199141627,85,18,417,847,0.8252427184466019,0.1693227091633466,0.2809917355371901,wall_column_scene_change_medium_3,scene_change,0.5
11,0.7210227497299362,0.06656912948061448,0.08118400350366464,0.04793374854703551,0.04118400350366464,0.1334308705193855,0.17461487402305015,77,14,425,851,0.8461538461538461,0.15338645418326693,0.2596964586846543,wall_column_scene_change_medium_3,scene_change,0.5
12,0.7288490356037545,0.05998536942209217,0.08322196568389321,0.04603570513147698,0.043221965683893214,0.14001463057790783,0.18323659626180105,72,10,430,855,0.8780487804878049,0.14342629482071714,0.24657534246575347,wall_column_scene_change_medium_3,scene_change,0.5
13,0.7370673436431707,0.051207022677395755,0.08460046956355716,0.046712813928513584,0.044600469563557156,0.14879297732260427,0.19339344688616142,61,9,441,856,0.8714285714285714,0.12151394422310757,0.2132867132867133,wall_column_scene_change_medium_3,scene_change,0.5
14,0.7444695688760768,0.04535479151426482,0.08714357188081354,0.04395591898396127,0.047143571880813535,0.1546452084857352,0.20178878036654874,55,7,447,858,0.8870967741935484,0.10956175298804781,0.1950354609929078,wall_column_scene_change_medium_3,scene_change,0.5
15,0.7529518386354566,0.03950256035113387,0.08801492460125994,0.044295606265307534,0.04801492460125994,0.16049743964886615,0.2085123642501261,47,7,455,858,0.8703703703703703,0.09362549800796813,0.16906474820143882,wall_column_scene_change_medium_3,scene_change,0.5
16,0.7608424033244999,0.03438185808339429,0.09138887394255407,0.04426609521610253,0.05138887394255407,0.16561814191660573,0.2170070158591598,42,5,460,860,0.8936170212765957,0.08366533864541832,0.1530054644808743,wall_column_scene_change_medium_3,scene_change,0.5
17,0.7708267417879026,0.027066569129480616,0.09826202986738798,0.04215720660245143,0.05826202986738798,0.1729334308705194,0.2311954607379074,34,3,468,862,0.918918918918919,0.06772908366533864,0.12615955473098328,wall_column_scene_change_medium_3,scene_change,0.5
18,0.7858554139376607,0.018288222384784197,0.10134144340128197,0.038561153700674214,0.06134144340128197,0.1817117776152158,0.2430532210164978,23,2,479,863,0.92,0.045816733067729085,0.08728652751423151,wall_column_scene_change_medium_3,scene_change,0.5
19,0.8017689129351386,0.013899049012435992,0.10030546177765293,0.037191145908956745,0.060305461777652926,0.18610095098756402,0.24640641276521694,18,1,484,864,0.9473684210526315,0.035856573705179286,0.06909788867562382,wall_column_scene_change_medium_3,scene_change,0.5
0,0.5,0.3466666666666667,0.060022024773745686,0.07296233798611446,0.020022024773745685,0.0,0.020022024773745685,288,232,193,787,0.5538461538461539,0.5987525987525988,0.5754245754245754,wall_column_static_noise_hard_mixed,static_noise,0.5
1,0.5200220247737457,0.312,0.061529592761104784,0.07130285602507996,0.021529592761104784,0.0,0.021529592761104784,268,200,213,819,0.5726495726495726,0.5571725571725572,0.5648050579557429,wall_column_static_noise_hard_mixed,static_noise,0.5
2,0.5415516175348505,0.2773333333333333,0.06321793813315081,0.06946483257038455,0.02321793813315081,0.0,0.02321793813315081,246,170,235,849,0.5913461538461539,0.5114345114345115,0.5484949832775919,wall_column_static_noise_hard_mixed,static_noise,0.5
3,0.5647695556680012,0.24933333333333332,0.06454791122068798,0.06834561126059953,0.02454791122068798,0.0,0.02454791122068798,223,151,258,868,0.5962566844919787,0.46361746361746364,0.5216374269005849,wall_column_static_noise_hard_mixed,static_noise,0.5
4,0.5893174668886892,0.218,0.06567024101946048,0.06534471603282523,0.025670241019460478,0.0,0.025670241019460478,204,123,277,896,0.6238532110091743,0.42411642411642414,0.504950495049505,wall_column_static_noise_hard_mixed,static_noise,0.5
5,0.6149877079081497,0.19,0.0663615835627478,0.06363271135085978,0.026361583562747794,0.010000000000000009,0.0363615835627478,184,101,297,918,0.6456140350877193,0.38253638253638256,0.4804177545691906,wall_column_static_noise_hard_mixed,static_noise,0.5
6,0.6388492914708975,0.164,0.06710433493830231,0.0636035531451999,0.02710433493830231,0.036000000000000004,0.06310433493830231,160,86,321,933,0.6504065040650406,0.33264033264033266,0.4401650618982118,wall_column_static_noise_hard_mixed,static_noise,0.5
7,0.6569536264091999,0.14333333333333334,0.06895608288192293,0.06240281143058179,0.028956082881922925,0.05666666666666667,0.08562274954858959,141,74,340,945,0.6558139534883721,0.29313929313929316,0.4051724137931035,wall_column_static_noise_hard_mixed,static_noise,0.5
8,0.6717430426244562,0.12466666666666666,0.06929598498677816,0.06053108311070742,0.029295984986778163,0.07533333333333335,0.10462931832011152,127,60,354,959,0.679144385026738,0.26403326403326405,0.38023952095808383,wall_column_static_noise_hard_mixed,static_noise,0.5
9,0.682205694277901,0.11266666666666666,0.06961922043528844,0.05916090322161114,0.02961922043528844,0.08733333333333335,0.11695255376862179,116,53,365,966,0.6863905325443787,0.24116424116424118,0.3569230769230769,wall_column_static_noise_hard_mixed,static_noise,0.5
10,0.6899915813798561,0.10266666666666667,0.07028919465735756,0.05891975191507946,0.030289194657357556,0.09733333333333334,0.1276225279906909,106,48,375,971,0.6883116883116883,0.2203742203742204,0.33385826771653543,wall_column_static_noise_hard_mixed,static_noise,0.5
11,0.6959474427038803,0.09333333333333334,0.0714723432456334,0.05797302329005501,0.031472343245633395,0.10666666666666667,0.13813900991230008,99,41,382,978,0.7071428571428572,0.20582120582120583,0.31884057971014496,wall_column_static_noise_hard_mixed,static_noise,0.5
12,0.700753119282847,0.088,0.0720325303318885,0.05673334282669534,0.0320325303318885,0.11200000000000002,0.1440325303318885,95,37,386,982,0.7196969696969697,0.19750519750519752,0.30995106035889075,wall_column_static_noise_hard_mixed,static_noise,0.5
13,0.7047856496147356,0.08266666666666667,0.07217110507882153,0.0568546578619435,0.03217110507882153,0.11733333333333335,0.14950443841215488,88,36,393,983,0.7096774193548387,0.18295218295218296,0.29090909090909095,wall_column_static_noise_hard_mixed,static_noise,0.5
14,0.7076234213602237,0.07933333333333334,0.07316902135537359,0.055593571504213936,0.03316902135537359,0.12066666666666667,0.15383568802204026,85,34,396,985,0.7142857142857143,0.17671517671517672,0.2833333333333333,wall_column_static_noise_hard_mixed,static_noise,0.5
15,0.7106257760489306,0.07533333333333334,0.07582693244996147,0.05206386383770039,0.03582693244996147,0.12466666666666668,0.16049359911662814,85,28,396,991,0.7522123893805309,0.17671517671517672,0.28619528619528617,wall_column_static_noise_hard_mixed,static_noise,0.5
16,0.7152860418322254,0.068,0.07703736076621266,0.050403060713464856,0.03703736076621266,0.132,0.16903736076621267,77,25,404,994,0.7549019607843137,0.1600831600831601,0.26415094339622647,wall_column_static_noise_hard_mixed,static_noise,0.5
17,0.7193234025984381,0.06533333333333333,0.07801823603363517,0.04941164309914236,0.03801823603363517,0.13466666666666668,0.17268490270030185,74,24,407,995,0.7551020408163265,0.15384615384615385,0.2556131260794473,wall_column_static_noise_hard_mixed,static_noise,0.5
18,0.7236749719654065,0.06266666666666666,0.0785064128685507,0.0495868570319136,0.0385064128685507,0.13733333333333336,0.17583974620188406,71,23,410,996,0.7553191489361702,0.14760914760914762,0.24695652173913046,wall_column_static_noise_hard_mixed,static_noise,0.5
19,0.7278480515006239,0.06,0.07948265864187418,0.04782976384161018,0.039482658641874176,0.14,0.17948265864187418,69,21,412,998,0.7666666666666667,0.14345114345114346,0.2416812609457093,wall_column_static_noise_hard_mixed,static_noise,0.5
0,0.5,0.324,0.04786748735409332,0.0885084886606152,0.007867487354093317,0.0,0.007867487354093317,210,276,213,801,0.43209876543209874,0.49645390070921985,0.46204620462046203,wall_column_static_noise_medium_2,static_noise,0.5
1,0.5078674873540934,0.31333333333333335,0.047716759340931114,0.08858635973264344,0.007716759340931113,0.0,0.007716759340931113,199,271,224,806,0.42340425531914894,0.47044917257683216,0.4456886898096305,wall_column_static_noise_medium_2,static_noise,0.5
2,0.5155842466950245,0.30666666666666664,0.04767224580487468,0.08840106271454039,0.007672245804874682,0.0,0.007672245804874682,195,265,228,812,0.42391304347826086,0.46099290780141844,0.4416761041902605,wall_column_static_noise_medium_2,static_noise,0.5
0,0.5,0.428,0.032147924561225935,0.05928296600916604,0.0,0.0,0.0,457,185,401,457,0.7118380062305296,0.5326340326340326,0.6093333333333334,wall_column_static_noise_medium_3,static_noise,0.5
1,0.5,0.428,0.032147924561225935,0.05928296600916604,0.0,0.0,0.0,457,185,401,457,0.7118380062305296,0.5326340326340326,0.6093333333333334,wall_column_static_noise_medium_3,static_noise,0.5
0,0.5,0.23466666666666666,0.06881461182856267,0.08104811826293493,0.028814611828562674,0.0,0.028814611828562674,180,172,231,917,0.5113636363636364,0.43795620437956206,0.47182175622542594,wall_column_strong_noise_hard_mixed,strong_noise,0.5
1,0.5288146118285627,0.19333333333333333,0.06941355293720444,0.07947989119715997,0.02941355293720444,0.006666666666666682,0.03608021960387112,152,138,259,951,0.5241379310344828,0.36982968369829683,0.43366619115549215,wall_column_strong_noise_hard_mixed,strong_noise,0.5
2,0.5565614980991005,0.16133333333333333,0.070411473740164,0.07834172501403426,0.030411473740164,0.03866666666666668,0.06907814040683069,130,112,281,977,0.5371900826446281,0.31630170316301703,0.3981623277182236,wall_column_strong_noise_hard_mixed,strong_noise,0.5
3,0.5773063051725978,0.13666666666666666,0.0727048307010986,0.07654367517016684,0.03270483070109859,0.06333333333333335,0.09603816403443194,118,87,293,1002,0.5756097560975609,0.2871046228710462,0.3831168831168831,wall_column_strong_noise_hard_mixed,strong_noise,0.5
4,0.5941778025403631,0.12333333333333334,0.07369360551846924,0.0755741884493186,0.033693605518469234,0.07666666666666667,0.11036027218513592,107,78,304,1011,0.5783783783783784,0.26034063260340634,0.3590604026845638,wall_column_strong_noise_hard_mixed,strong_noise,0.5
5,0.6087047413921657,0.11333333333333333,0.0734440142391751,0.07516585359062018,0.0334440142391751,0.08666666666666668,0.12011068090584179,100,70,311,1019,0.5882352941176471,0.24330900243309003,0.34423407917383825,wall_column_strong_noise_hard_mixed,strong_noise,0.5
6,0.6204820889646742,0.10266666666666667,0.07376244542766057,0.07374313516705398,0.03376244542766057,0.09733333333333334,0.1310957787609939,93,61,318,1028,0.6038961038961039,0.22627737226277372,0.3292035398230088,wall_column_strong_noise_hard_mixed,strong_noise,0.5
7,0.6299112010590014,0.092,0.07526361097202698,0.07162414701549834,0.03526361097202698,0.10800000000000001,0.143263610972027,86,52,325,1037,0.6231884057971014,0.20924574209245742,0.3132969034608379,wall_column_strong_noise_hard_mixed,strong_noise,0.5
8,0.6381748120310284,0.08533333333333333,0.07569647971061422,0.07045122521740932,0.035696479710614216,0.11466666666666668,0.1503631463772809,82,46,329,1043,0.640625,0.19951338199513383,0.3042671614100186,wall_column_strong_noise_hard_mixed,strong_noise,0.5
9,0.645204625074976,0.08133333333333333,0.07578529385607487,0.07082953307606096,0.035785293856074867,0.11866666666666668,0.15445196052274154,77,45,334,1044,0.6311475409836066,0.1873479318734793,0.28893058161350843,wall_column_strong_noise_hard_mixed,strong_noise,0.5
10,0.6513232522643841,0.07866666666666666,0.07694764447215553,0.07038188192299993,0.03694764447215553,0.12133333333333335,0.1582809778054889,75,43,336,1046,0.635593220338983,0.18248175182481752,0.2835538752362949,wall_column_strong_noise_hard_mixed,strong_noise,0.5
11,0.6579375634032063,0.06933333333333333,0.0785663972383744,0.06902283407806853,0.0385663972383744,0.13066666666666668,0.1692330639050411,68,36,343,1053,0.6538461538461539,0.1654501216545012,0.2640776699029126,wall_column_strong_noise_hard_mixed,strong_noise,0.5
12,0.663837293974914,0.064,0.08015961801254155,0.06874288934518485,0.04015961801254155,0.136,0.17615961801254157,63,33,348,1056,0.65625,0.15328467153284672,0.2485207100591716,wall_column_strong_noise_hard_mixed,strong_noise,0.5
13,0.6699969119874555,0.056,0.08367762790694092,0.06540420735534969,0.043677627906940915,0.14400000000000002,0.18767762790694092,60,24,351,1065,0.7142857142857143,0.145985401459854,0.24242424242424243,wall_column_strong_noise_hard_mixed,strong_noise,0.5
14,0.6776745398943964,0.05,0.08523078355594636,0.06452721239935515,0.04523078355594636,0.15000000000000002,0.1952307835559464,54,21,357,1068,0.72,0.13138686131386862,0.2222222222222222,wall_column_strong_noise_hard_mixed,strong_noise,0.5
15,0.6854053234503428,0.04666666666666667,0.08720394781100617,0.06432356203164831,0.04720394781100617,0.15333333333333335,0.20053728114433952,51,19,360,1070,0.7285714285714285,0.12408759124087591,0.21205821205821207,wall_column_strong_noise_hard_mixed,strong_noise,0.5
16,0.6942759379280156,0.04133333333333333,0.09032058873755995,0.06532567927674927,0.05032058873755995,0.15866666666666668,0.20898725540422664,45,17,366,1072,0.7258064516129032,0.10948905109489052,0.19027484143763215,wall_column_strong_noise_hard_mixed,strong_noise,0.5
17,0.7049298599989089,0.034,0.08626500380661208,0.06680934178113013,0.046265003806612075,0.166,0.2122650038066121,36,15,375,1074,0.7058823529411765,0.08759124087591241,0.15584415584415584,wall_column_strong_noise_hard_mixed,strong_noise,0.5
18,0.7096948638055209,0.03,0.0860940522493743,0.06534767613340173,0.0460940522493743,0.17,0.2160940522493743,33,12,378,1077,0.7333333333333333,0.08029197080291971,0.14473684210526316,wall_column_strong_noise_hard_mixed,strong_noise,0.5
19,0.7132889160548952,0.028,0.08366485326171497,0.06735297703565021,0.043664853261714966,0.17200000000000001,0.21566485326171497,30,12,381,1077,0.7142857142857143,0.072992700729927,0.1324503311258278,wall_column_strong_noise_hard_mixed,strong_noise,0.5
0,0.5,0.30733333333333335,0.04352813661887001,0.06141702065709072,0.003528136618870012,0.0,0.003528136618870012,355,106,600,439,0.7700650759219089,0.3717277486910995,0.5014124293785311,wall_column_strong_noise_medium_2,strong_noise,0.5
1,0.50352813661887,0.30133333333333334,0.04376182841552974,0.061349608827951804,0.0037618284155297374,0.0,0.0037618284155297374,348,104,607,441,0.7699115044247787,0.3643979057591623,0.4946695095948827,wall_column_strong_noise_medium_2,strong_noise,0.5
2,0.5072899650343997,0.298,0.043440627456132516,0.06117894698478728,0.0034406274561325154,0.0,0.0034406274561325154,345,102,610,443,0.7718120805369127,0.3612565445026178,0.4921540656205421,wall_column_strong_noise_medium_2,strong_noise,0.5
3,0.5107305924905322,0.29133333333333333,0.043467968768950184,0.06094950860316582,0.003467968768950183,0.0,0.003467968768950183,339,98,616,447,0.7757437070938215,0.3549738219895288,0.48706896551724144,wall_column_strong_noise_medium_2,strong_noise,0.5
0,0.5,0.25733333333333336,0.04720237163952166,0.07949629079003363,0.007202371639521657,0.0,0.007202371639521657,223,163,359,755,0.5777202072538861,0.38316151202749144,0.46074380165289264,wall_column_strong_noise_medium_3,strong_noise,0.5
1,0.5072023716395216,0.24866666666666667,0.04725658484092687,0.07935807939465823,0.007256584840926866,0.0,0.007256584840926866,216,157,366,761,0.579088471849866,0.3711340206185567,0.4523560209424084,wall_column_strong_noise_medium_3,strong_noise,0.5
0,0.5,0.16505576208178438,0.07033423359842532,0.09780030826593014,0.03033423359842532,0.03494423791821563,0.06527847151664096,76,146,149,974,0.34234234234234234,0.3377777777777778,0.3400447427293065,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
1,0.5323972611783071,0.12862453531598514,0.07124734848920232,0.09608773580126051,0.03124734848920232,0.07137546468401487,0.1026228131732172,62,111,163,1009,0.3583815028901734,0.27555555555555555,0.31155778894472363,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
2,0.552502484655605,0.11301115241635688,0.07071579480922002,0.09409292511863339,0.030715794809220022,0.08698884758364313,0.11770464239286316,58,94,167,1026,0.3815789473684211,0.2577777777777778,0.30769230769230765,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
3,0.5659553590255689,0.10260223048327137,0.07286317964666883,0.09405863372744183,0.03286317964666883,0.09739776951672864,0.13026094916339748,53,85,172,1035,0.38405797101449274,0.23555555555555555,0.2920110192837465,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
4,0.578725964926799,0.09368029739776952,0.073034480637248,0.09367845213057419,0.033034480637248,0.10631970260223049,0.13935418323947849,49,77,176,1043,0.3888888888888889,0.21777777777777776,0.2792022792022792,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
5,0.5884077974068346,0.08847583643122676,0.07382761278826605,0.09354334004776975,0.03382761278826605,0.11152416356877325,0.1453517763570393,47,72,178,1048,0.3949579831932773,0.2088888888888889,0.2732558139534884,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
6,0.5973276552509437,0.08104089219330855,0.07451719688607972,0.09278419746308848,0.03451719688607972,0.11895910780669146,0.15347630469277118,45,64,180,1056,0.41284403669724773,0.2,0.2694610778443114,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
7,0.6044937851525539,0.07806691449814127,0.0747750773429144,0.09261296417540442,0.0347750773429144,0.12193308550185875,0.15670816284477315,44,61,181,1059,0.41904761904761906,0.19555555555555557,0.26666666666666666,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
8,0.6109314941037285,0.07434944237918216,0.07575418096663045,0.09240017466560906,0.035754180966630446,0.12565055762081784,0.16140473858744828,43,57,182,1063,0.43,0.19111111111111112,0.2646153846153846,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
9,0.6174438064458675,0.07360594795539034,0.07603872152194585,0.09316222053244724,0.03603872152194585,0.12639405204460968,0.16243277356655553,42,57,183,1063,0.42424242424242425,0.18666666666666668,0.2592592592592593,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
10,0.6241041192120577,0.06840148698884758,0.07562035601281603,0.09320592769891789,0.035620356012816025,0.13159851301115244,0.16721886902396846,39,53,186,1067,0.42391304347826086,0.17333333333333334,0.24605678233438485,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
11,0.6281852108520996,0.06617100371747212,0.07636301370691158,0.0927344229589788,0.03636301370691158,0.1338289962825279,0.17019200998943948,38,51,187,1069,0.42696629213483145,0.1688888888888889,0.24203821656050953,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
12,0.632543857806519,0.06245353159851301,0.07812568638614437,0.09281727941900568,0.038125686386144365,0.137546468401487,0.17567215478763135,36,48,189,1072,0.42857142857142855,0.16,0.2330097087378641,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
13,0.6381524617351779,0.05947955390334572,0.07796857897880918,0.09119540007075451,0.03796857897880918,0.1405204460966543,0.17848902507546346,36,44,189,1076,0.45,0.16,0.23606557377049184,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
14,0.6424101629171464,0.05724907063197026,0.07983281504442913,0.09126238104220362,0.03983281504442913,0.14275092936802974,0.18258374441245886,34,43,191,1077,0.44155844155844154,0.1511111111111111,0.2251655629139073,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
15,0.6486277869707789,0.053531598513011154,0.0797999601386262,0.09094757127965698,0.039799960138626196,0.14646840148698886,0.18626836162561505,33,39,192,1081,0.4583333333333333,0.14666666666666667,0.22222222222222224,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
16,0.6534020766210974,0.05055762081784387,0.08078246054046156,0.09156686544547533,0.040782460540461564,0.14944237918215614,0.1902248397226177,30,38,195,1082,0.4411764705882353,0.13333333333333333,0.20477815699658705,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
17,0.6585348752384812,0.04684014869888476,0.08076315851930228,0.08846895433774822,0.04076315851930228,0.15315985130111526,0.19392300982041755,29,34,196,1086,0.4603174603174603,0.1288888888888889,0.2013888888888889,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
18,0.6622446687795164,0.04312267657992565,0.08243750146544483,0.08941114588711974,0.04243750146544483,0.15687732342007438,0.19931482488551922,26,32,199,1088,0.4482758620689655,0.11555555555555555,0.18374558303886926,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
19,0.6670719246951557,0.041635687732342004,0.08296194266945747,0.08867605925143132,0.04296194266945747,0.15836431226765801,0.20132625493711548,26,30,199,1090,0.4642857142857143,0.11555555555555555,0.18505338078291816,box_sphere_added_outliers_hard_mixed,added_outliers,0.75
0,0.5,0.24307692307692308,0.05193778443095296,0.07140812589525608,0.01193778443095296,0.0,0.01193778443095296,203,113,351,633,0.6424050632911392,0.3664259927797834,0.4666666666666667,box_sphere_added_outliers_medium_2,added_outliers,0.75
1,0.5179066766464294,0.21461538461538462,0.051267745301456676,0.07038324518736051,0.011267745301456675,0.0,0.011267745301456675,184,95,370,651,0.6594982078853047,0.33212996389891697,0.4417767106842737,box_sphere_added_outliers_medium_2,added_outliers,0.75
2,0.5348082945986145,0.19538461538461538,0.05063574657620125,0.07063945975018976,0.010635746576201248,0.004615384615384632,0.01525113119158588,169,85,385,661,0.6653543307086615,0.30505415162454874,0.4183168316831683,box_sphere_added_outliers_medium_2,added_outliers,0.75
3,0.5490311452321471,0.17923076923076922,0.049991768435029275,0.07072538571284927,0.009991768435029275,0.02076923076923079,0.030760999204260064,154,79,400,667,0.6609442060085837,0.2779783393501805,0.3913595933926303,box_sphere_added_outliers_medium_2,added_outliers,0.75
4,0.5562303363462295,0.16923076923076924,0.05015976073585227,0.07117229478193511,0.010159760735852272,0.03076923076923077,0.04092899150508304,141,79,413,667,0.6409090909090909,0.2545126353790614,0.3643410852713178,box_sphere_added_outliers_medium_2,added_outliers,0.75
5,0.5599315159115464,0.1646153846153846,0.04990950466563978,0.07117510177554108,0.009909504665639779,0.0353846153846154,0.04529412005025518,137,77,417,669,0.6401869158878505,0.24729241877256317,0.35677083333333337,box_sphere_added_outliers_medium_2,added_outliers,0.75
6,0.5615265421407754,0.16307692307692306,0.049791450157060026,0.07105790037734726,0.009791450157060025,0.03692307692307695,0.04671452708013697,136,76,418,670,0.6415094339622641,0.24548736462093862,0.35509138381201044,box_sphere_added_outliers_medium_2,added_outliers,0.75
7,0.5623675635302116,0.16153846153846155,0.04998334960918862,0.07081105029880796,0.009983349609188619,0.038461538461538464,0.04844488807072708,136,74,418,672,0.6476190476190476,0.24548736462093862,0.35602094240837695,box_sphere_added_outliers_medium_2,added_outliers,0.75
8,0.5629195110209175,0.16153846153846155,0.04998334960918862,0.07081105029880796,0.009983349609188619,0.038461538461538464,0.04844488807072708,136,74,418,672,0.6476190476190476,0.24548736462093862,0.35602094240837695,box_sphere_added_outliers_medium_2,added_outliers,0.75
0,0.5,0.17022900763358778,0.08370166715699716,0.10040799125719792,0.04370166715699716,0.02977099236641223,0.0734726595234094,64,159,82,1005,0.28699551569506726,0.4383561643835616,0.34688346883468835,box_sphere_added_outliers_medium_3,added_outliers,0.75
1,0.5543883785980912,0.11526717557251909,0.08779191185104235,0.09653688192230982,0.04779191185104235,0.08473282442748092,0.13252473627852326,52,99,94,1065,0.3443708609271523,0.3561643835616438,0.35016835016835013,box_sphere_added_outliers_medium_3,added_outliers,0.75
2,0.5943014372143494,0.0900763358778626,0.08815904970272676,0.09537188727489218,0.048159049702726754,0.10992366412213742,0.15808271382486416,41,77,105,1087,0.3474576271186441,0.2808219178082192,0.31060606060606066,box_sphere_added_outliers_medium_3,added_outliers,0.75
3,0.625318637722638,0.07404580152671755,0.08965018763378925,0.09453291577137056,0.04965018763378925,0.12595419847328246,0.1756043861070717,34,63,112,1101,0.35051546391752575,0.2328767123287671,0.27983539094650206,box_sphere_added_outliers_medium_3,added_outliers,0.75
4,0.6525610947458409,0.05648854961832061,0.09293180622620369,0.09377135011205202,0.052931806226203686,0.1435114503816794,0.1964432566078831,24,50,122,1114,0.32432432432432434,0.1643835616438356,0.2181818181818182,box_sphere_added_outliers_medium_3,added_outliers,0.75
5,0.6781420101920167,0.04580152671755725,0.09262553382950028,0.09421198164024422,0.05262553382950028,0.15419847328244277,0.20682400711194304,19,41,127,1123,0.31666666666666665,0.13013698630136986,0.18446601941747573,box_sphere_added_outliers_medium_3,added_outliers,0.75
6,0.6992558834553511,0.03740458015267176,0.09609973936692667,0.09095998509806408,0.05609973936692667,0.16259541984732825,0.21869515921425492,17,32,129,1132,0.3469387755102041,0.11643835616438356,0.17435897435897438,box_sphere_added_outliers_medium_3,added_outliers,0.75
7,0.722432210062993,0.028244274809160305,0.09914388397664706,0.08998016748867248,0.059143883976647056,0.1717557251908397,0.23089960916748675,14,23,132,1141,0.3783783783783784,0.0958904109589041,0.15300546448087432,box_sphere_added_outliers_medium_3,added_outliers,0.75
8,0.7467396390813986,0.01984732824427481,0.10386909269416522,0.0897271481998895,0.06386909269416521,0.1801526717557252,0.2440217644498904,11,15,135,1149,0.4230769230769231,0.07534246575342465,0.12790697674418605,box_sphere_added_outliers_medium_3,added_outliers,0.75
9,0.7749860262142495,0.011450381679389313,0.10709297316478258,0.0897221361988393,0.06709297316478258,0.1885496183206107,0.25564259148539326,7,8,139,1156,0.4666666666666667,0.04794520547945205,0.08695652173913043,box_sphere_added_outliers_medium_3,added_outliers,0.75
10,0.8049193790911944,0.003816793893129771,0.10981897773491131,0.09965033397248443,0.0698189777349113,0.19618320610687023,0.26600218384178154,1,4,145,1160,0.2,0.00684931506849315,0.013245033112582781,box_sphere_added_outliers_medium_3,added_outliers,0.75
11,0.836079143403485,0.0015267175572519084,0.10316850699809799,0.09458305263196425,0.06316850699809798,0.1984732824427481,0.26164178944084604,0,2,146,1162,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.75
12,0.8564044229846014,0.0007633587786259542,0.1345991950009225,0.081834075709443,0.09459919500092248,0.19923664122137405,0.29383583622229653,0,1,146,1163,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.75
13,0.9235894750279698,0.0,0.0818367598629786,0.14352048397885955,0.0418367598629786,0.2,0.24183675986297862,0,0,146,1164,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.75
14,0.9113446148224378,0.0,0.0818367598629786,0.14352048397885955,0.0418367598629786,0.2,0.24183675986297862,0,0,146,1164,0.0,0.0,0.0,box_sphere_added_outliers_medium_3,added_outliers,0.75
0,0.5,0.228,0.076683649566835,0.0628236260602325,0.036683649566835,0.0,0.036683649566835,234,108,412,746,0.6842105263157895,0.3622291021671827,0.4736842105263158,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.75
1,0.5550254743502525,0.158,0.07680941091590342,0.06181486943464953,0.036809410915903416,0.04200000000000001,0.07880941091590343,164,73,482,781,0.6919831223628692,0.25386996904024767,0.37146092865232155,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.75
2,0.5944895907241077,0.12,0.07859973530159872,0.05948541588172234,0.03859973530159872,0.08000000000000002,0.11859973530159873,129,51,517,803,0.7166666666666667,0.1996904024767802,0.31234866828087166,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.75
3,0.6223891936765058,0.104,0.08063087434490761,0.05934812998558543,0.04063087434490761,0.09600000000000002,0.13663087434490762,111,45,535,809,0.7115384615384616,0.17182662538699692,0.27680798004987534,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.75
