iteration,tau,acceptance_ratio,mean_residual,mean_label_distance,residual_error,acceptance_error,control_error,tp,fp,fn,tn,precision,recall,f1,sample_id,scenario,lambda_filter
1,0.5102717099645881,0.14066666666666666,0.07186920591007742,0.09682253899948016,0.03186920591007742,0.05933333333333335,0.09120253924341076,59,152,150,1139,0.2796208530805687,0.2822966507177033,0.28095238095238095,box_sphere_scene_change_medium_2,scene_change,0.25
2,0.5187896462529602,0.128,0.07137780306646618,0.09575531553290195,0.03137780306646618,0.07200000000000001,0.10337780306646618,57,135,152,1156,0.296875,0.2727272727272727,0.28428927680798005,box_sphere_scene_change_medium_2,scene_change,0.25
3,0.5254785477861933,0.126,0.07145618126313111,0.09536187598167699,0.03145618126313111,0.07400000000000001,0.10545618126313111,57,132,152,1159,0.30158730158730157,0.2727272727272727,0.28643216080402006,box_sphere_scene_change_medium_2,scene_change,0.25
4,0.5319566384177589,0.12,0.07204622353996706,0.09559796801870922,0.03204622353996706,0.08000000000000002,0.11204622353996707,55,125,154,1166,0.3055555555555556,0.2631578947368421,0.2827763496143959,box_sphere_scene_change_medium_2,scene_change,0.25
5,0.5379797501877424,0.11333333333333333,0.07125625005286378,0.09590095138982381,0.031256250052863775,0.08666666666666668,0.11792291671953045,53,117,156,1174,0.31176470588235294,0.2535885167464115,0.2796833773087071,box_sphere_scene_change_medium_2,scene_change,0.25
6,0.542774541880841,0.11133333333333334,0.07090500899704054,0.09503486764230577,0.030905008997040538,0.08866666666666667,0.11957167566370722,53,114,156,1177,0.31736526946107785,0.2535885167464115,0.28191489361702127,box_sphere_scene_change_medium_2,scene_change,0.25
7,0.5471437130460279,0.10733333333333334,0.070726577654655,0.09577051262999745,0.030726577654654995,0.09266666666666667,0.12339324432132168,50,111,159,1180,0.3105590062111801,0.23923444976076555,0.2702702702702703,box_sphere_scene_change_medium_2,scene_change,0.25
8,0.5509236685400221,0.102,0.07067817433278523,0.0954962305820772,0.030678174332785225,0.09800000000000002,0.12867817433278525,49,104,160,1187,0.3202614379084967,0.23444976076555024,0.27071823204419887,box_sphere_scene_change_medium_2,scene_change,0.25
9,0.5540127557064146,0.098,0.07099653429229,0.09497462716764463,0.030996534292289997,0.10200000000000001,0.13299653429229,48,99,161,1192,0.32653061224489793,0.22966507177033493,0.2696629213483146,box_sphere_scene_change_medium_2,scene_change,0.25
10,0.5567610228525596,0.09533333333333334,0.07080873665735456,0.09509697747397049,0.030808736657354556,0.10466666666666667,0.13547540332402122,47,96,162,1195,0.32867132867132864,0.22488038277511962,0.26704545454545453,box_sphere_scene_change_medium_2,scene_change,0.25
11,0.5590820578479035,0.09466666666666666,0.07084486620845207,0.09504725758090508,0.030844866208452067,0.10533333333333335,0.13617819954178542,47,95,162,1196,0.33098591549295775,0.22488038277511962,0.2678062678062679,box_sphere_scene_change_medium_2,scene_change,0.25
12,0.5613378242854629,0.094,0.07072462056120535,0.09463881004439065,0.030724620561205347,0.10600000000000001,0.13672462056120535,47,94,162,1197,0.3333333333333333,0.22488038277511962,0.26857142857142857,box_sphere_scene_change_medium_2,scene_change,0.25
13,0.5634501345660655,0.09333333333333334,0.07027840529355611,0.09454806040103751,0.03027840529355611,0.10666666666666667,0.1369450719602228,47,93,162,1198,0.3357142857142857,0.22488038277511962,0.26934097421203435,box_sphere_scene_change_medium_2,scene_change,0.25
14,0.5652560038795102,0.092,0.07059702139002175,0.09472289581480017,0.030597021390021746,0.10800000000000001,0.13859702139002175,46,92,163,1199,0.3333333333333333,0.22009569377990432,0.2651296829971182,box_sphere_scene_change_medium_2,scene_change,0.25
15,0.5670545145745212,0.08933333333333333,0.07084424601819778,0.09567264406376413,0.030844246018197775,0.11066666666666668,0.14151091268486446,43,91,166,1200,0.3208955223880597,0.20574162679425836,0.2507288629737609,box_sphere_scene_change_medium_2,scene_change,0.25
16,0.5686433042502868,0.088,0.0709073135307869,0.09547659779328883,0.0309073135307869,0.11200000000000002,0.14290731353078692,43,89,166,1202,0.32575757575757575,0.20574162679425836,0.25219941348973607,box_sphere_scene_change_medium_2,scene_change,0.25
17,0.5700969610156802,0.086,0.07080978522403206,0.0951966827158725,0.030809785224032056,0.11400000000000002,0.14480978522403207,42,87,167,1204,0.32558139534883723,0.20095693779904306,0.24852071005917156,box_sphere_scene_change_medium_2,scene_change,0.25
18,0.5712518536276963,0.084,0.07115770344792198,0.09636207796981462,0.03115770344792198,0.116,0.14715770344792198,39,87,170,1204,0.30952380952380953,0.18660287081339713,0.2328358208955224,box_sphere_scene_change_medium_2,scene_change,0.25
19,0.5723307053516572,0.08333333333333333,0.0714916559644748,0.09575132402561455,0.031491655964474806,0.11666666666666668,0.14815832263114148,39,86,170,1205,0.312,0.18660287081339713,0.23353293413173654,box_sphere_scene_change_medium_2,scene_change,0.25
0,0.5,0.23133333333333334,0.044786636822291184,0.06466642892107159,0.004786636822291183,0.0,0.004786636822291183,265,82,578,575,0.7636887608069164,0.3143534994068802,0.4453781512605042,box_sphere_scene_change_medium_3,scene_change,0.25
1,0.5023933184111455,0.228,0.044738605188136826,0.06460512702268376,0.0047386051881368255,0.0,0.0047386051881368255,262,80,581,577,0.7660818713450293,0.3107947805456702,0.44219409282700417,box_sphere_scene_change_medium_3,scene_change,0.25
0,0.5,0.18866666666666668,0.07978265456336711,0.09599952048061365,0.03978265456336711,0.011333333333333334,0.051115987896700445,89,194,141,1076,0.31448763250883394,0.3869565217391304,0.3469785575048733,box_sphere_static_noise_hard_mixed,static_noise,0.25
1,0.5184746606150169,0.15266666666666667,0.08074269665361605,0.09426101350807616,0.04074269665361605,0.04733333333333334,0.08807602998694938,78,151,152,1119,0.3406113537117904,0.3391304347826087,0.3398692810457517,box_sphere_static_noise_hard_mixed,static_noise,0.25
2,0.5329293422751583,0.13133333333333333,0.08172938397036407,0.09196353340684481,0.04172938397036407,0.06866666666666668,0.11039605063703076,73,124,157,1146,0.37055837563451777,0.3173913043478261,0.3419203747072599,box_sphere_static_noise_hard_mixed,static_noise,0.25
3,0.545210700927007,0.116,0.08262017279359295,0.09062980841053701,0.042620172793592946,0.084,0.12662017279359294,68,106,162,1164,0.39080459770114945,0.2956521739130435,0.33663366336633666,box_sphere_static_noise_hard_mixed,static_noise,0.25
4,0.5560207873238034,0.108,0.08315807653647524,0.09021237060577378,0.043158076536475236,0.09200000000000001,0.13515807653647524,64,98,166,1172,0.3950617283950617,0.2782608695652174,0.326530612244898,box_sphere_static_noise_hard_mixed,static_noise,0.25
5,0.5660998255920411,0.1,0.08472092116836281,0.08902128145383574,0.044720921168362814,0.1,0.14472092116836283,62,88,168,1182,0.41333333333333333,0.26956521739130435,0.3263157894736842,box_sphere_static_noise_hard_mixed,static_noise,0.25
6,0.5759602861762225,0.094,0.08630369922008356,0.08819152047553613,0.04630369922008356,0.10600000000000001,0.15230369922008358,59,82,171,1188,0.41843971631205673,0.2565217391304348,0.31805929919137466,box_sphere_static_noise_hard_mixed,static_noise,0.25
7,0.5858621357862643,0.08866666666666667,0.08686244687998211,0.08697906314275142,0.04686244687998211,0.11133333333333334,0.15819578021331546,58,75,172,1195,0.43609022556390975,0.25217391304347825,0.31955922865013775,box_sphere_static_noise_hard_mixed,static_noise,0.25
8,0.5953766925595887,0.08333333333333333,0.08781699170078279,0.08635449108063444,0.04781699170078279,0.11666666666666668,0.16448365836744946,54,71,176,1199,0.432,0.23478260869565218,0.30422535211267604,box_sphere_static_noise_hard_mixed,static_noise,0.25
9,0.6047018550766468,0.07133333333333333,0.0899839270052178,0.08241137186793486,0.0499839270052178,0.12866666666666668,0.1786505936718845,52,55,178,1215,0.48598130841121495,0.22608695652173913,0.3086053412462908,box_sphere_static_noise_hard_mixed,static_noise,0.25
10,0.6136104852459223,0.06666666666666667,0.09020419398015138,0.0831590202914181,0.05020419398015138,0.13333333333333336,0.18353752731348474,47,53,183,1217,0.47,0.20434782608695654,0.28484848484848485,box_sphere_static_noise_hard_mixed,static_noise,0.25
11,0.6220459155693313,0.06533333333333333,0.08970500370366744,0.08388050848669425,0.049705003703667434,0.13466666666666668,0.1843716703703341,45,53,185,1217,0.45918367346938777,0.1956521739130435,0.27439024390243905,box_sphere_static_noise_hard_mixed,static_noise,0.25
12,0.6300650840878317,0.058666666666666666,0.09065693876345814,0.08259291630330856,0.050656938763458136,0.14133333333333334,0.19199027209679148,42,46,188,1224,0.4772727272727273,0.1826086956521739,0.2641509433962264,box_sphere_static_noise_hard_mixed,static_noise,0.25
13,0.6377268868028941,0.056666666666666664,0.09159148860867691,0.08240892041134089,0.05159148860867691,0.14333333333333334,0.19492482194201025,40,45,190,1225,0.47058823529411764,0.17391304347826086,0.25396825396825395,box_sphere_static_noise_hard_mixed,static_noise,0.25
14,0.645605964440566,0.052,0.09242038597463688,0.08192452515724562,0.05242038597463688,0.14800000000000002,0.2004203859746369,38,40,192,1230,0.48717948717948717,0.16521739130434782,0.24675324675324675,box_sphere_static_noise_hard_mixed,static_noise,0.25
15,0.6533161574278844,0.048666666666666664,0.09322817376129525,0.08039480806781088,0.053228173761295246,0.15133333333333335,0.2045615070946286,36,37,194,1233,0.4931506849315068,0.1565217391304348,0.23762376237623764,box_sphere_static_noise_hard_mixed,static_noise,0.25
16,0.6610135776418653,0.04733333333333333,0.09372808102794519,0.07957854294906928,0.05372808102794519,0.15266666666666667,0.20639474769461186,35,36,195,1234,0.49295774647887325,0.15217391304347827,0.23255813953488375,box_sphere_static_noise_hard_mixed,static_noise,0.25
17,0.6687942848225046,0.04533333333333334,0.09423493164868002,0.07795125507948268,0.05423493164868002,0.15466666666666667,0.2089015983153467,35,33,195,1237,0.5147058823529411,0.15217391304347827,0.23489932885906042,box_sphere_static_noise_hard_mixed,static_noise,0.25
18,0.6765784173135112,0.03933333333333333,0.09463215997482258,0.07477301112355812,0.054632159974822576,0.16066666666666668,0.21529882664148925,34,25,196,1245,0.576271186440678,0.14782608695652175,0.23529411764705885,box_sphere_static_noise_hard_mixed,static_noise,0.25
19,0.6838111639675891,0.034666666666666665,0.09742493727897757,0.07466267322645398,0.057424937278977566,0.16533333333333333,0.2227582706123109,30,22,200,1248,0.5769230769230769,0.13043478260869565,0.21276595744680848,box_sphere_static_noise_hard_mixed,static_noise,0.25
0,0.5,0.2886666666666667,0.044509144899652464,0.0678436361374133,0.004509144899652463,0.0,0.004509144899652463,268,165,410,657,0.6189376443418014,0.3952802359882006,0.4824482448244824,box_sphere_static_noise_medium_2,static_noise,0.25
1,0.5022545724498262,0.2853333333333333,0.04449520361290773,0.06763539433787491,0.004495203612907728,0.0,0.004495203612907728,266,162,412,660,0.6214953271028038,0.39233038348082594,0.48101265822784806,box_sphere_static_noise_medium_2,static_noise,0.25
0,0.5,0.22666666666666666,0.06834567465345613,0.08530250822169709,0.02834567465345613,0.0,0.02834567465345613,141,199,264,896,0.4147058823529412,0.34814814814814815,0.3785234899328859,box_sphere_static_noise_medium_3,static_noise,0.25
1,0.514172837326728,0.20733333333333334,0.06823456618131403,0.08544165070295519,0.02823456618131403,0.0,0.02823456618131403,128,183,277,912,0.4115755627009646,0.3160493827160494,0.35754189944134074,box_sphere_static_noise_medium_3,static_noise,0.25
2,0.528290120417385,0.186,0.06798421502020945,0.08563906405287834,0.027984215020209445,0.014000000000000012,0.04198421502020946,113,166,292,929,0.4050179211469534,0.27901234567901234,0.3304093567251462,box_sphere_static_noise_medium_3,static_noise,0.25
3,0.5405322279274897,0.16933333333333334,0.06708262621575484,0.08540374446347973,0.027082626215754836,0.030666666666666675,0.05774929288242151,105,149,300,946,0.41338582677165353,0.25925925925925924,0.3186646433990895,box_sphere_static_noise_medium_3,static_noise,0.25
4,0.5502402077020337,0.15533333333333332,0.06685189153784084,0.08455757181904446,0.026851891537840837,0.04466666666666669,0.07151855820450753,100,133,305,962,0.4291845493562232,0.24691358024691357,0.31347962382445144,box_sphere_static_noise_medium_3,static_noise,0.25
5,0.5580828201376208,0.14466666666666667,0.06678549154291474,0.0840693342998113,0.026785491542914742,0.055333333333333345,0.08211882487624808,97,120,308,975,0.4470046082949309,0.23950617283950618,0.31189710610932475,box_sphere_static_noise_medium_3,static_noise,0.25
6,0.5645588992424115,0.13466666666666666,0.0661068987064649,0.0846147989371067,0.026106898706464897,0.06533333333333335,0.09144023203979826,86,116,319,979,0.42574257425742573,0.2123456790123457,0.2833607907742999,box_sphere_static_noise_medium_3,static_noise,0.25
7,0.5694456819289773,0.128,0.06588029077925935,0.08483073753733461,0.025880290779259345,0.07200000000000001,0.09788029077925936,80,112,325,983,0.4166666666666667,0.19753086419753085,0.26800670016750416,box_sphere_static_noise_medium_3,static_noise,0.25
8,0.573385827318607,0.11866666666666667,0.06626916432601263,0.08467949013106375,0.026269164326012624,0.08133333333333334,0.10760249765934596,74,104,331,991,0.4157303370786517,0.18271604938271604,0.2538593481989709,box_sphere_static_noise_medium_3,static_noise,0.25
9,0.5763537428149467,0.116,0.06647059477224006,0.0844406251997075,0.026470594772240057,0.084,0.11047059477224005,73,101,332,994,0.41954022988505746,0.18024691358024691,0.25215889464594127,box_sphere_static_noise_medium_3,static_noise,0.25
10,0.5790890402010667,0.11066666666666666,0.06629075411825933,0.0841184821671345,0.026290754118259325,0.08933333333333335,0.11562408745159267,70,96,335,999,0.42168674698795183,0.1728395061728395,0.24518388791593695,box_sphere_static_noise_medium_3,static_noise,0.25
11,0.5810677505935297,0.10933333333333334,0.066635783281349,0.08375831750270497,0.026635783281349003,0.09066666666666667,0.11730244994801567,70,94,335,1001,0.4268292682926829,0.1728395061728395,0.24604569420035144,box_sphere_static_noise_medium_3,static_noise,0.25
12,0.5830523089008708,0.10733333333333334,0.06727713429665257,0.08363946826553381,0.027277134296652565,0.09266666666666667,0.11994380096331925,69,92,336,1003,0.42857142857142855,0.17037037037037037,0.24381625441696111,box_sphere_static_noise_medium_3,static_noise,0.25
13,0.5851075427158637,0.104,0.06719829079953994,0.08344918857619267,0.02719829079953994,0.09600000000000002,0.12319829079953995,68,88,337,1007,0.4358974358974359,0.16790123456790124,0.24242424242424243,box_sphere_static_noise_medium_3,static_noise,0.25
14,0.5867066881156338,0.102,0.06689784098447334,0.0835689587089777,0.026897840984473335,0.09800000000000002,0.12489784098447335,66,87,339,1008,0.43137254901960786,0.16296296296296298,0.23655913978494625,box_sphere_static_noise_medium_3,static_noise,0.25
15,0.5879056086078704,0.1,0.06649243125189398,0.08383299710847926,0.02649243125189398,0.1,0.126492431251894,64,86,341,1009,0.4266666666666667,0.1580246913580247,0.23063063063063063,box_sphere_static_noise_medium_3,static_noise,0.25
16,0.5886518242338175,0.1,0.06649243125189398,0.08383299710847926,0.02649243125189398,0.1,0.126492431251894,64,86,341,1009,0.4266666666666667,0.1580246913580247,0.23063063063063063,box_sphere_static_noise_medium_3,static_noise,0.25
0,0.5,0.08066666666666666,0.06717585571655865,0.08458347820768271,0.02717585571655865,0.11933333333333335,0.146509189049892,50,71,314,1065,0.4132231404958678,0.13736263736263737,0.2061855670103093,box_sphere_strong_noise_hard_mixed,strong_noise,0.25
1,0.49867126119161265,0.08133333333333333,0.06768856018888483,0.08461997356760335,0.027688560188884832,0.11866666666666668,0.14635522685555152,50,72,314,1064,0.4098360655737705,0.13736263736263737,0.20576131687242802,box_sphere_strong_noise_hard_mixed,strong_noise,0.25
2,0.4976822079527217,0.08133333333333333,0.06768856018888483,0.08461997356760335,0.027688560188884832,0.11866666666666668,0.14635522685555152,50,72,314,1064,0.4098360655737705,0.13736263736263737,0.20576131687242802,box_sphere_strong_noise_hard_mixed,strong_noise,0.25
