num_iterations,final_tau,final_acceptance_ratio,final_mean_residual,final_mean_label_distance,final_control_error,final_precision,final_recall,final_f1,iae,ise,total_variation_tau,sample_id,scenario,lambda_filter
2,0.5000720237163953,0.25733333333333336,0.04720237163952166,0.07949629079003363,0.007202371639521657,0.5777202072538861,0.38316151202749144,0.46074380165289264,0.014404743279043314,0.00010374831446757176,7.202371639525307e-05,wall_column_strong_noise_medium_3,strong_noise,0.005
3,0.5008460384655438,0.16356877323420074,0.06981155584976564,0.09770318036073201,0.0662427826155649,0.34545454545454546,0.3377777777777778,0.3415730337078652,0.19776403674777077,0.01303749134085488,0.0008460384655437636,box_sphere_added_outliers_hard_mixed,added_outliers,0.01
2,0.5002387556886191,0.24153846153846154,0.05189411128132215,0.07133485997216917,0.011894111281322152,0.643312101910828,0.36462093862815886,0.4654377880184332,0.023831895712275113,0.0002839805802923778,0.00023875568861908558,box_sphere_added_outliers_medium_2,added_outliers,0.01
2,0.5007251783813079,0.17022900763358778,0.08370166715699716,0.10040799125719792,0.0734726595234094,0.28699551569506726,0.4383561643835616,0.34688346883468835,0.1469453190468188,0.010796463394885682,0.0007251783813079227,box_sphere_added_outliers_medium_3,added_outliers,0.01
3,0.5014710374121198,0.226,0.07692141793218694,0.06270267031880887,0.036921417932186944,0.6843657817109144,0.3591331269349845,0.4710659898477157,0.11047328853817698,0.004068146970257563,0.0014710374121198466,box_sphere_partial_overlap_hard_mixed,partial_overlap,0.01
5,0.5020569451670719,0.18933333333333333,0.0680484957513815,0.0699789694528995,0.038715162418048184,0.6795774647887324,0.3029827315541601,0.41910966340933764,0.18656242077164636,0.006974297867905624,0.0020569451670718886,box_sphere_partial_overlap_medium_2,partial_overlap,0.01
5,0.5031604417865077,0.13733333333333334,0.09499567682047518,0.09003026527854258,0.11766234348714186,0.3446601941747573,0.26296296296296295,0.29831932773109243,0.5798510994791873,0.0672571196871937,0.0031604417865076506,box_sphere_partial_overlap_medium_3,partial_overlap,0.01
2,0.5001444174454001,0.238,0.047220872270003614,0.058702080405221145,0.007220872270003613,0.773109243697479,0.3205574912891986,0.45320197044334976,0.014441744540007226,0.00010428199267941425,0.00014441744540005796,box_sphere_scene_change_hard_mixed,scene_change,0.01
5,0.5015987800252287,0.15066666666666667,0.07178462094976135,0.09702462080777545,0.08111795428309468,0.27876106194690264,0.3014354066985646,0.28965517241379307,0.39855695554453074,0.031781297727378026,0.0015987800252287299,box_sphere_scene_change_medium_2,scene_change,0.01
2,0.5000957327364458,0.23133333333333334,0.044786636822291184,0.06466642892107159,0.004786636822291183,0.7636887608069164,0.3143534994068802,0.4453781512605042,0.009573273644582367,4.5823784137027674e-05,9.573273644580826e-05,box_sphere_scene_change_medium_3,scene_change,0.01
3,0.5014763642701778,0.188,0.07986889227885573,0.09586886206211793,0.05186889227885574,0.31560283687943264,0.3869565217391304,0.34765625000000006,0.15485377245441193,0.007993608191126706,0.0014763642701778323,box_sphere_static_noise_hard_mixed,static_noise,0.01
2,0.500090182897993,0.2886666666666667,0.044509144899652464,0.0678436361374133,0.004509144899652463,0.6189376443418014,0.3952802359882006,0.4824482448244824,0.009018289799304927,4.0664775452123645e-05,9.01828979930075e-05,box_sphere_static_noise_medium_2,static_noise,0.01
3,0.5011364889708769,0.22533333333333333,0.06844353370228237,0.08520563041471889,0.02844353370228237,0.4171597633136095,0.34814814814814815,0.37954239569313597,0.0852679822461263,0.0024235524433322926,0.0011364889708769255,box_sphere_static_noise_medium_3,static_noise,0.01
3,0.4999072883181089,0.08133333333333333,0.06768856018888483,0.08461997356760335,0.14635522685555152,0.4098360655737705,0.13736263736263737,0.20576131687242802,0.43921964276099507,0.06430464733193689,9.271168189112222e-05,box_sphere_strong_noise_hard_mixed,strong_noise,0.01
2,0.4995914754003692,0.09666666666666666,0.04540710335179325,0.06785003685008062,0.10874043668512659,0.6620689655172414,0.11188811188811189,0.1914257228315055,0.21748087337025318,0.02364896514094405,0.00040852459963081067,box_sphere_strong_noise_medium_2,strong_noise,0.01
2,0.4995193340805641,0.08666666666666667,0.044300037361539035,0.08214631358378788,0.11763337069487237,0.5,0.11754068716094032,0.19033674963396777,0.23526674138974474,0.027675219802074515,0.00048066591943590753,box_sphere_strong_noise_medium_3,strong_noise,0.01
2,0.5003824887873586,0.328472755180353,0.0591244393679299,0.06994095109487393,0.019124439367929902,0.6728971962616822,0.6233766233766234,0.6471910112359551,0.038248878735859804,0.0007314883622752541,0.0003824887873585814,boxes_cylinder_added_outliers_hard_mixed,added_outliers,0.01
2,0.5,0.4792156862745098,0.03088904821779578,0.0455143080455005,0.0,0.8657937806873978,0.575,0.6910516002612672,0.0,0.0,0.0,boxes_cylinder_added_outliers_medium_2,added_outliers,0.01
3,0.5000696903531888,0.3674418604651163,0.04166857153775746,0.06488991305889634,0.0016685715377574573,0.6603375527426161,0.5368782161234992,0.5922421948912016,0.005153089197202573,8.86592227010102e-06,6.969035318882266e-05,boxes_cylinder_added_outliers_medium_3,added_outliers,0.01
2,0.5008388060569492,0.188,0.08494030284745956,0.11620534302385671,0.056940302847459566,0.23404255319148937,0.4370860927152318,0.30484988452655887,0.11388060569491913,0.006484396176720824,0.0008388060569491929,boxes_cylinder_partial_overlap_hard_mixed,partial_overlap,0.01
